tgt,ptile,Bmax,n,lk,lnsigma
(17)A11(-1)A11(-1)A11(-1)A11(40),72,1.9381838101274667,1.964333955471825,1.3208274012222914,-1.1459911299382468
(17)A11(-1)A11(-1)A11(-1)A11(40),73,1.9426872494563643,1.9838383236570918,1.3234416936887388,-1.139990801877616
(17)A11(-1)A11(-1)A11(-1)A11(40),74,1.9473988671925806,2.0034284658487342,1.326114631459204,-1.1333025197514899
(17)A11(-1)A11(-1)A11(-1)A11(40),75,1.9523334667369672,2.024649076210662,1.3287220632390073,-1.1267111187990142
(17)A11(-1)A11(-1)A11(-1)A11(40),76,1.9573281936829514,2.045112988430713,1.3314725253216546,-1.1202138008616007
(17)A11(-1)A11(-1)A11(-1)A11(40),77,1.962538974304682,2.0683716149587648,1.3342861452139612,-1.1132504503113985
(17)A11(-1)A11(-1)A11(-1)A11(40),78,1.967712165537104,2.092163242528201,1.3373068352616846,-1.1066126975163675
(17)A11(-1)A11(-1)A11(-1)A11(40),79,1.9733083401579758,2.115997197973447,1.3402303131175703,-1.099805483864981
(17)A11(-1)A11(-1)A11(-1)A11(40),80,1.9787930610399072,2.1402050727000215,1.3434779222828444,-1.0929763626831477
(17)A11(-1)A11(-1)A11(-1)A11(40),81,1.9853134587796606,2.1668399735803927,1.3469550999040532,-1.0859490774601546
(17)A11(-1)A11(-1)A11(-1)A11(40),82,1.9921001039097308,2.194987618196747,1.3505078943251436,-1.0785996317493165
(17)A11(-1)A11(-1)A11(-1)A11(40),83,1.9991662581573484,2.2244903446217767,1.3541466357534568,-1.0706678790952981
(17)A11(-1)A11(-1)A11(-1)A11(40),84,2.006739846735959,2.2562141856213525,1.358090365974549,-1.0628377139907492
(17)A11(-1)A11(-1)A11(-1)A11(40),85,2.014813300989021,2.287423827360535,1.362318316663823,-1.0538531504394852
(17)A11(-1)A11(-1)A11(-1)A11(40),86,2.0234701673431275,2.320294700253823,1.367056832674606,-1.0445157155600513
(17)A11(-1)A11(-1)A11(-1)A11(40),87,2.0332610739675383,2.358601082650391,1.3720632477131354,-1.035264643428207
(17)A11(-1)A11(-1)A11(-1)A11(40),88,2.042295227760284,2.4021371706649255,1.3776631013351235,-1.025040777728482
(17)A11(-1)A11(-1)A11(-1)A11(40),89,2.0518339396636174,2.449216052883278,1.3837351413423122,-1.0140398005062508
(17)A11(-1)A11(-1)A11(-1)A11(40),90,2.062588175372249,2.498015004508313,1.390788179207606,-1.0023686851849756
(17)A11(-1)A11(-1)A11(-1)A11(40),91,2.0736971287557475,2.5550129835527633,1.3983566095108968,-0.9893403413970067
(17)A11(-1)A11(-1)A11(-1)A11(40),92,2.0858846225486514,2.6187569328195703,1.407110636092631,-0.9745548642059554
(17)A11(-1)A11(-1)A11(-1)A11(40),93,2.100693860848436,2.698310298484808,1.4178843397732392,-0.9579451679638813
(17)A11(-1)A11(-1)A11(-1)A11(40),94,2.120187567610577,2.792049932680256,1.4316501176765164,-0.9386301570778196
(17)A11(-1)A11(-1)A11(-1)A11(40),95,2.144483146309635,2.903261055351251,1.44935382672297,-0.9162864326515002
(17)A11(-1)A11(-1)A11(-1)A11(40),96,2.1768962480899217,3.0405921628846535,1.4731214335238758,-0.885927380302401
(17)A11(-1)A11(-1)A11(-1)A11(40),97,2.2218680201156453,3.24829595750655,1.5134996206259903,-0.8453836164115421
(17)A11(-1)A11(-1)A11(-1)A11(40),98,2.28914619213347,3.5962212857290763,1.5968384954937864,-0.7813744147699586
(17)A11(-1)A11(-1)A11(-1)A11(40),99,2.423994036480664,4.45710975150184,2.318719998719261,-0.5257521597895327
(17)A11(-1)A11(-1)A11(-1)A11(40),100,2.7879255531950258,9.986888447225954,3.9352600087566687,-0.24897055020290576
(17)A11(-1)A11(-1)A11(48),0,0.9720949308717126,0.04006519095992367,0.009765842553320025,-1.8762841775641597
(17)A11(-1)A11(-1)A11(48),1,1.2762319316104345,0.4153752948879881,0.6819026938616185,-1.6258472205173335
(17)A11(-1)A11(-1)A11(48),2,1.3038514988067453,0.5258100655230455,0.8313857884209622,-1.5893455589158072
(17)A11(-1)A11(-1)A11(48),3,1.3213919596029224,0.6241360930240947,0.8960073609786835,-1.566723430930142
(17)A11(-1)A11(-1)A11(48),4,1.3340356666269646,0.7019048258642097,0.9384178843178232,-1.548955397441706
(17)A11(-1)A11(-1)A11(48),5,1.343290020253727,0.771381143582544,0.9675612985765318,-1.5346827252184907
(17)A11(-1)A11(-1)A11(48),6,1.3513980974840933,0.8350735688412104,0.9892059908435714,-1.5228293631137633
(17)A11(-1)A11(-1)A11(48),7,1.3585956428332977,0.8902755739526939,1.0073474333008292,-1.5117017325726336
(17)A11(-1)A11(-1)A11(48),8,1.3650217372832265,0.9415083408489648,1.0220506646536205,-1.501729465384983
(17)A11(-1)A11(-1)A11(48),9,1.3705400020344807,0.9894242946415044,1.0335804618901594,-1.4922851193998372
(17)A11(-1)A11(-1)A11(48),10,1.3757394804097416,1.0351309517029312,1.04278759628057,-1.4833680155389026
(17)A11(-1)A11(-1)A11(48),11,1.3806424866363822,1.0756113650145342,1.051260771166942,-1.4753264975489977
(17)A11(-1)A11(-1)A11(48),12,1.3853468907635729,1.1164586491857909,1.0585536554573727,-1.4680105882976315
(17)A11(-1)A11(-1)A11(48),13,1.3896899387382624,1.1543704262733545,1.0650861244487906,-1.4610492534912365
(17)A11(-1)A11(-1)A11(48),14,1.393849061310751,1.1899422199474823,1.0709677626883125,-1.4545098981850488
(17)A11(-1)A11(-1)A11(48),15,1.39787735467731,1.2239623014629557,1.0763555883093516,-1.4485082212394458
(17)A11(-1)A11(-1)A11(48),16,1.4015022423634622,1.2552813480675167,1.08170968856645,-1.4425826238338106
(17)A11(-1)A11(-1)A11(48),17,1.4051433745957649,1.2883598934077554,1.0864281608638298,-1.4366511236122304
(17)A11(-1)A11(-1)A11(48),18,1.4088374935463728,1.3207573729266817,1.0905894992017484,-1.430980373269547
(17)A11(-1)A11(-1)A11(48),19,1.4122534474239297,1.350361804536082,1.0946036197307278,-1.4255833157574433
(17)A11(-1)A11(-1)A11(48),20,1.4155423583710116,1.3813851325481687,1.0981057601918711,-1.4199934647741301
(17)A11(-1)A11(-1)A11(48),21,1.418583451764287,1.4087427269357136,1.101712600941518,-1.4146154184172477
(17)A11(-1)A11(-1)A11(48),22,1.4217533011644787,1.4378955613138529,1.1050364233160657,-1.4091489626556224
(17)A11(-1)A11(-1)A11(48),23,1.4249082424412225,1.4650220422332085,1.1081904683784667,-1.4039022541577335
(17)A11(-1)A11(-1)A11(48),24,1.4279292181579537,1.492520055820262,1.1112326209042953,-1.3991091614172841
(17)A11(-1)A11(-1)A11(48),25,1.4310358466586082,1.5182491959335813,1.1140430039618365,-1.3943131079649715
(17)A11(-1)A11(-1)A11(48),26,1.4340118757246152,1.543667826847361,1.1168089357698963,-1.389709993875495
(17)A11(-1)A11(-1)A11(48),27,1.4369590449982819,1.5685451105168788,1.119417150395795,-1.3849854022240922
(17)A11(-1)A11(-1)A11(48),28,1.4399504077144192,1.5938854762194832,1.1217930261978353,-1.3804904441927928
(17)A11(-1)A11(-1)A11(48),29,1.4425741687051015,1.6194924148639964,1.1242246593877423,-1.3756950729878736
(17)A11(-1)A11(-1)A11(48),30,1.445290546781591,1.6456977474161716,1.126538958174716,-1.3713018299425526
(17)A11(-1)A11(-1)A11(48),31,1.4480362247482652,1.6700018724965409,1.1287757103558311,-1.3670028738901507
(17)A11(-1)A11(-1)A11(48),32,1.4507125490893455,1.6950727312100953,1.1308673738471238,-1.3627358122535405
(17)A11(-1)A11(-1)A11(48),33,1.4533533439092756,1.7201677779979072,1.132963967179414,-1.3582554534418203
(17)A11(-1)A11(-1)A11(48),34,1.4560170129363545,1.745648515958428,1.1350326281886995,-1.354161063508152
(17)A11(-1)A11(-1)A11(48),35,1.4584075875036642,1.7697851199373105,1.1369703027516762,-1.3499364167020391
(17)A11(-1)A11(-1)A11(48),36,1.4610086433902283,1.7954736107576785,1.1389381714371885,-1.3456413399070113
(17)A11(-1)A11(-1)A11(48),37,1.463556471479637,1.8209898868900396,1.1408208645130178,-1.3414845745335708
(17)A11(-1)A11(-1)A11(48),38,1.4661430397707251,1.8460351890396676,1.1426739399702197,-1.3372831482820864
(17)A11(-1)A11(-1)A11(48),39,1.4685884295312934,1.8721052272262804,1.1445024978632907,-1.332944898781207
(17)A11(-1)A11(-1)A11(48),40,1.47105970066609,1.8978313077191065,1.1462238733519519,-1.3285800171004545
(17)A11(-1)A11(-1)A11(48),41,1.4735906742305778,1.9232672073770387,1.1479399654208051,-1.3246500785392183
(17)A11(-1)A11(-1)A11(48),42,1.4761109223472049,1.9495809254768175,1.1496574925833714,-1.3204953692247132
(17)A11(-1)A11(-1)A11(48),43,1.4786362879330048,1.9755534859946868,1.1512772065135943,-1.316420054157593
(17)A11(-1)A11(-1)A11(48),44,1.4811797059606537,2.001919015263184,1.1529415743923421,-1.312379955337816
(17)A11(-1)A11(-1)A11(48),45,1.4837633495415157,2.02977485777015,1.1545146433477258,-1.308347462468565
(17)A11(-1)A11(-1)A11(48),46,1.4863607848038463,2.0587702954837837,1.1561486184747047,-1.3042838077652927
(17)A11(-1)A11(-1)A11(48),47,1.48897016075439,2.088072156214336,1.1577984712262632,-1.3003579882479073
(17)A11(-1)A11(-1)A11(48),48,1.4916121046253008,2.1156140266114156,1.1594327520918308,-1.296150704159326
(17)A11(-1)A11(-1)A11(48),49,1.4941602308076518,2.1439951536262853,1.1610227098726935,-1.2919594225602908
(17)A11(-1)A11(-1)A11(48),50,1.4968518463667648,2.172990738283469,1.162655029967486,-1.287730544621384
(17)A11(-1)A11(-1)A11(48),51,1.499398353565282,2.204088250171295,1.1643800565137423,-1.2834712395866943
(17)A11(-1)A11(-1)A11(48),52,1.5018994528830958,2.233373202987039,1.166037174190526,-1.279276372798972
(17)A11(-1)A11(-1)A11(48),53,1.5045135894790618,2.2638243810011502,1.1677049317550052,-1.27530533862061
(17)A11(-1)A11(-1)A11(48),54,1.507143884958182,2.2950224249420095,1.1693642394779493,-1.2712465355672407
(17)A11(-1)A11(-1)A11(48),55,1.5096617369545091,2.327735036340573,1.170994283360865,-1.2668374559138433
(17)A11(-1)A11(-1)A11(48),56,1.512292835979257,2.3602608004497507,1.1726975321426916,-1.2624479546983167
(17)A11(-1)A11(-1)A11(48),57,1.5150027025744592,2.3938649976344704,1.1744447255178114,-1.2582857224059627
(17)A11(-1)A11(-1)A11(48),58,1.5177725054021063,2.4278460552684282,1.1762569732661605,-1.2536907157755117
(17)A11(-1)A11(-1)A11(48),59,1.520502581910697,2.4624157723357087,1.177896813032021,-1.2491575309259069
(17)A11(-1)A11(-1)A11(48),60,1.5232561444096613,2.499620827586018,1.1795943031760778,-1.2445879080721498
(17)A11(-1)A11(-1)A11(48),61,1.5260407910216784,2.5378074380498905,1.1814117830206428,-1.2402376888046218
(17)A11(-1)A11(-1)A11(48),62,1.528911360566518,2.5781561633481234,1.183204038463947,-1.2357346635518671
(17)A11(-1)A11(-1)A11(48),63,1.531716078662828,2.616919873719563,1.1849311440620727,-1.2312161122382417
(17)A11(-1)A11(-1)A11(48),64,1.5346264997513435,2.6591613563841334,1.186770516434411,-1.2262707816463918
(17)A11(-1)A11(-1)A11(48),65,1.5376051942722853,2.701626881454656,1.18864056694924,-1.2215557141668985
(17)A11(-1)A11(-1)A11(48),66,1.540729467568636,2.746519467614873,1.1905284433526808,-1.216967132304472
(17)A11(-1)A11(-1)A11(48),67,1.5439456978145993,2.7928787290767323,1.1924407266284716,-1.212184452595346
(17)A11(-1)A11(-1)A11(48),68,1.5470319548019322,2.8423167691736655,1.1943619251413593,-1.2071505559269928
(17)A11(-1)A11(-1)A11(48),69,1.550314529689895,2.892764010968281,1.1963110087126605,-1.202177489473002
(17)A11(-1)A11(-1)A11(48),70,1.5537458351078282,2.942367408818096,1.1983832059503015,-1.1969838551134906
(17)A11(-1)A11(-1)A11(48),71,1.5572159431848056,2.9981791121789243,1.2003634416879734,-1.1917430078753994
(17)A11(-1)A11(-1)A11(48),72,1.5606559069027262,3.0546207211704672,1.2025509126390563,-1.1862687305373694
(17)A11(-1)A11(-1)A11(48),73,1.564215188319723,3.1138966069820366,1.2047453348709374,-1.1810171932945537
(17)A11(-1)A11(-1)A11(48),74,1.5677143877299344,3.1771446204771214,1.2070476469814262,-1.1756799412981476
(17)A11(-1)A11(-1)A11(48),75,1.5715405976919963,3.2451535079043303,1.209261965580354,-1.1703911636460438
(17)A11(-1)A11(-1)A11(48),76,1.5756051245869473,3.3178351453786687,1.2115894341990718,-1.1645408929696532
(17)A11(-1)A11(-1)A11(48),77,1.5795461411132417,3.3952011066551453,1.213939128977641,-1.1588100665893428
(17)A11(-1)A11(-1)A11(48),78,1.583428855917205,3.477010669663832,1.2164872165368796,-1.1527918857466193
(17)A11(-1)A11(-1)A11(48),79,1.5878573698529723,3.558456562441707,1.2191109849865114,-1.1464659823551169
(17)A11(-1)A11(-1)A11(48),80,1.5923154488856248,3.6498512981175635,1.2218603311876786,-1.1397708484289024
(17)A11(-1)A11(-1)A11(48),81,1.5971776014806174,3.7483690350360597,1.2247587327857976,-1.1332633700231816
(17)A11(-1)A11(-1)A11(48),82,1.6021624506768157,3.856330151809928,1.2276287314568313,-1.1264987523765633
(17)A11(-1)A11(-1)A11(48),83,1.6073097604335003,3.973195725727681,1.2308777096156007,-1.1191255299709992
(17)A11(-1)A11(-1)A11(48),84,1.6126369294518557,4.095668324168324,1.234034669074276,-1.111528537745589
(17)A11(-1)A11(-1)A11(48),85,1.6185308882161553,4.230327924908972,1.2375730610217648,-1.103332287523457
(17)A11(-1)A11(-1)A11(48),86,1.6244868030220303,4.376164285344861,1.241241240522524,-1.0951129827015154
(17)A11(-1)A11(-1)A11(48),87,1.6313240412172318,4.530119088454996,1.244929857128617,-1.0863834463923308
(17)A11(-1)A11(-1)A11(48),88,1.638496298304437,4.698471353531777,1.24901216503064,-1.0774131289884563
(17)A11(-1)A11(-1)A11(48),89,1.6459058715787287,4.889912010177427,1.2532310222402139,-1.067572338591336
(17)A11(-1)A11(-1)A11(48),90,1.6546059714292078,5.101242334960182,1.2579197969193108,-1.056181783459777
(17)A11(-1)A11(-1)A11(48),91,1.663894530667766,5.347241793570508,1.2628519788879022,-1.0437996326684456
(17)A11(-1)A11(-1)A11(48),92,1.6747896278577459,5.595115246470573,1.268833539620547,-1.0316715185431173
(17)A11(-1)A11(-1)A11(48),93,1.6874947620315635,5.875820046476962,1.275486461486346,-1.0182967700935923
(17)A11(-1)A11(-1)A11(48),94,1.702543918672429,6.204951751705816,1.2826905890470954,-1.0024448916450275
(17)A11(-1)A11(-1)A11(48),95,1.7219689145481025,6.569887203329324,1.2912450552799697,-0.9846474279497232
(17)A11(-1)A11(-1)A11(48),96,1.7445609020530035,7.016595824292494,1.3019320913743628,-0.962651650101704
(17)A11(-1)A11(-1)A11(48),97,1.7797101939776692,7.534161595151696,1.3156965375405598,-0.9362542307663593
(17)A11(-1)A11(-1)A11(48),98,1.839524628786056,8.137287780537184,1.3355435373096922,-0.9004808331883258
(17)A11(-1)A11(-1)A11(48),99,1.9446994253085825,8.930593863781873,1.3768660208703813,-0.8366769082767729
(17)A11(-1)A11(-1)A11(48),100,2.2736453578349174,9.99967171430507,1.8110039537599636,-0.3883348190713898
(17)A11(-1)A11(56),0,0.7067668463092639,0.08289722329396194,0.0010333105011917088,-2.741985643423816
(17)A11(-1)A11(56),1,1.0005490762707838,0.23528587775604715,1.0968661492105451,-2.495985131471763
(17)A11(-1)A11(56),2,1.0485876607263616,0.2515672196165849,1.1866772135722083,-2.455232724208009
(17)A11(-1)A11(56),3,1.0746864816074821,0.2623583647410474,1.2287842315749964,-2.430390373586664
(17)A11(-1)A11(56),4,1.0938575948452243,0.2707564522793035,1.2568705174144017,-2.4108162642001494
(17)A11(-1)A11(56),5,1.1094548263256714,0.27751819681104617,1.2784358569219867,-2.3947531759812914
(17)A11(-1)A11(56),6,1.1238191974536107,0.2834734264193922,1.2964688112583151,-2.381281590847025
(17)A11(-1)A11(56),7,1.1361020633736558,0.2882952435132102,1.3121126330534971,-2.368458560489783
(17)A11(-1)A11(56),8,1.1467051530623238,0.29273732638338745,1.3258820273665783,-2.357137244488344
(17)A11(-1)A11(56),9,1.1570651831999212,0.2969264543508016,1.3389513847529433,-2.346170593619967
(17)A11(-1)A11(56),10,1.166822106664306,0.30097311501089125,1.3504281507406815,-2.3370959510074805
(17)A11(-1)A11(56),11,1.1766611094718766,0.30484969501616566,1.3607570907797455,-2.3288070668237
(17)A11(-1)A11(56),12,1.185586422650028,0.30870465372656225,1.3711554222128692,-2.320942935678972
(17)A11(-1)A11(56),13,1.1941996334263436,0.3122020361393341,1.3809170578524617,-2.3132734286541528
(17)A11(-1)A11(56),14,1.2025783948110604,0.3157099242335733,1.3903093583162387,-2.3061380257187167
(17)A11(-1)A11(56),15,1.211036662330365,0.3188962047190424,1.3992972885716126,-2.298667214913804
(17)A11(-1)A11(56),16,1.2197610642330021,0.3219992902333789,1.4081656036639791,-2.2916968618722438
(17)A11(-1)A11(56),17,1.227733267776706,0.3253277543333525,1.4172284980297036,-2.2846370904556528
(17)A11(-1)A11(56),18,1.235576461569974,0.3283864969746583,1.4265249694519913,-2.2780272968299173
(17)A11(-1)A11(56),19,1.2441593898823184,0.3315058294833669,1.4349629783728977,-2.2713492005417475
(17)A11(-1)A11(56),20,1.252407105397987,0.334654850327974,1.4438571881918347,-2.2654707788375235
(17)A11(-1)A11(56),21,1.2600773857901086,0.3376701555472684,1.45255917064001,-2.2598629086770536
(17)A11(-1)A11(56),22,1.268264241042675,0.34058329084326067,1.4617307028477735,-2.253690914318396
(17)A11(-1)A11(56),23,1.2764136840277074,0.34355177004727694,1.470519353819538,-2.247752984691487
(17)A11(-1)A11(56),24,1.2843421704128322,0.3465100037723321,1.4798545387479085,-2.242226866247482
(17)A11(-1)A11(56),25,1.292340792715853,0.349524831643712,1.4890680194586356,-2.2368003592856036
(17)A11(-1)A11(56),26,1.3004822520692305,0.3526730295989692,1.498529296379925,-2.2314067941739495
(17)A11(-1)A11(56),27,1.3087018668612145,0.35584596098484167,1.5081143142277216,-2.226127285485795
(17)A11(-1)A11(56),28,1.3168412322877698,0.3589573784628534,1.517673112204951,-2.2208091286057785
(17)A11(-1)A11(56),29,1.3247436511653194,0.3623427068087626,1.527944554482136,-2.2160235861939843
