1.328677503885411060e+00 3.654315235984163746e+00 -3.623808882538065657e+00
1.093854126796161674e+00 3.494744479595148778e+00 -3.503311715589445541e+00
1.264601714976397506e+00 3.607064988479932843e+00 -3.466086924498583244e+00
1.059790050763761426e+00 3.504088197288163897e+00 -3.411110264268605974e+00
1.401548142452864631e+00 3.637049430089203117e+00 -3.850473438666841108e+00
1.399364587255443881e+00 3.675878641232894317e+00 -3.335722839157401420e+00
1.507410034524738540e+00 3.675630796225479280e+00 -3.843240786510563556e+00
1.327922851293677375e+00 3.618551958719448791e+00 -3.685790309721570068e+00
1.303514791110593762e+00 3.615067892825759799e+00 -3.896801518485138782e+00
1.524868008821416154e+00 3.691559135604373765e+00 -3.664414103116828247e+00
1.013283008766729942e+00 3.450038171517459507e+00 -3.939949398511028988e+00
1.560902846668368982e+00 3.706525998522655740e+00 -3.312882761495647976e+00
1.343384783727506804e+00 3.628801918978563190e+00 -3.827597698704938711e+00
1.081803482952300000e+00 3.504988359639319206e+00 -3.368251232572027298e+00
1.331523399211136383e+00 3.644241625277509833e+00 -3.926125440884450146e+00
1.627156782442929384e+00 3.776111229216934095e+00 -3.490558660163365801e+00
1.287282638507595056e+00 3.610105106674670328e+00 -3.681663919153575826e+00
1.347027896384269452e+00 3.616332819488939254e+00 -3.841344855238558509e+00
8.999409574177555937e-01 3.374913826506960923e+00 -3.577490628679353524e+00
8.574038106565222694e-01 3.357427701615381732e+00 -3.636218973794623999e+00
8.796804254740900886e-01 3.348761492636402437e+00 -3.603759575125306203e+00
1.575191914650739378e+00 3.709744145338295773e+00 -3.350867501607516896e+00
1.043620219933012683e+00 3.435298519712518317e+00 -3.976184449992147041e+00
1.076354723164282712e+00 3.493537509368425109e+00 -3.828244244595747858e+00
1.457075752284884951e+00 3.699279982719310134e+00 -3.577817170220354726e+00
9.236181418660251996e-01 3.442981257384430727e+00 -3.520440171881905833e+00
9.388271074199321387e-01 3.396898770704308124e+00 -3.529016408346530742e+00
1.250867271679507065e+00 3.584063966421404235e+00 -3.496117847363499731e+00
1.682392529529281422e+00 3.724238557729865118e+00 -3.606435188738561948e+00
1.227407747355649725e+00 3.592353218346931332e+00 -3.662923728134306334e+00
1.146696965943194479e+00 3.527291910517063922e+00 -3.785578802887589411e+00
