2.599547358472535930e+00 1.975076682084315749e+00 -1.211977860848518773e+00
2.774598654111672502e+00 2.128250026206452983e+00 -9.965282916330621132e-01
2.634758590983821147e+00 1.905425592501337695e+00 -1.029273224628613370e+00
2.476637618844338640e+00 2.123431840596782916e+00 -1.061124841487259829e+00
2.678809508899655967e+00 2.093591354664582127e+00 -1.207275110731546697e+00
2.207916578947093811e+00 1.990193436281466610e+00 -1.265957783663163694e+00
2.500360443321918869e+00 2.004204993753706976e+00 -1.102027733732540149e+00
2.748678026363127636e+00 2.137661191590085608e+00 -1.021978073973894396e+00
2.536419298712183412e+00 2.016798132075646066e+00 -1.110731540737456502e+00
2.581015265288178373e+00 1.949881225802189366e+00 -1.213877853252171013e+00
2.591500891349850288e+00 2.098863438357748468e+00 -9.709539799927504600e-01
2.345216846840560532e+00 1.853036246433646284e+00 -1.029062195709892213e+00
2.668888898897066486e+00 2.050393222727963316e+00 -1.454024430792230316e+00
3.081354768683778556e+00 2.212369568126193453e+00 -8.856041387860020819e-01
2.738711253279360491e+00 2.112884789650927519e+00 -1.216389092606146693e+00
2.636470317820689413e+00 2.074577514820343804e+00 -1.084229938727884646e+00
2.637767619433164068e+00 1.850908185573105325e+00 -8.715912240654605236e-01
2.834116836692954777e+00 2.136215389308679491e+00 -1.037916030073065654e+00
2.282432567444859117e+00 1.928323057322436807e+00 -9.537034749095649744e-01
2.761749961963917421e+00 2.110942124831738820e+00 -9.981050099379450424e-01
2.392697729287631248e+00 1.987306617845334467e+00 -1.172294470486797024e+00
2.709483095404671360e+00 2.089550970390709139e+00 -1.082241963472993840e+00
2.757679749283842963e+00 2.083660774865037979e+00 -1.039768351277839731e+00
2.456997639124359978e+00 2.132210372378976260e+00 -1.247392987069023684e+00
2.897456803452650220e+00 2.114793921860237180e+00 -1.090299558961769666e+00
2.780551778163883991e+00 2.105077958658681414e+00 -9.434260021798535067e-01
2.579598423557549314e+00 2.082020329731450570e+00 -1.262129662964746490e+00
2.629103348335447787e+00 2.117353438826100831e+00 -9.586158508061685124e-01
2.634401092270113764e+00 2.066590977648250949e+00 -9.703967879536391505e-01
2.979285716564806563e+00 2.113974666250892476e+00 -1.055608285998974827e+00
2.644208219791515102e+00 2.111829835281421097e+00 -1.395864992227601631e+00
2.819815444732855170e+00 2.107758506137332954e+00 -1.001158431623570877e+00
2.261714081333370263e+00 1.940251250384020354e+00 -1.189180819713482551e+00
2.434691744846558592e+00 2.023804780655586111e+00 -1.246028102756688627e+00
2.128201250541488676e+00 1.787562708207409701e+00 -9.820385146661410047e-01
2.377354084873643636e+00 2.037426898517090912e+00 -1.165092167757016295e+00
2.625181059851025900e+00 2.068534124343081260e+00 -1.217768968689498799e+00
3.024555301663118811e+00 2.136602141241443320e+00 -1.001779822281906540e+00
2.559820566174722867e+00 2.007752810602191573e+00 -1.149723300845265195e+00
2.542409923734622712e+00 1.988521172619757360e+00 -1.553254451103569522e+00
2.626256799274870879e+00 2.088501637211953366e+00 -9.590126781792088773e-01
2.461613835537061590e+00 2.043028289270967690e+00 -1.065100889600439471e+00
2.578485487105044882e+00 2.119174829517092906e+00 -1.220574262010009958e+00
2.263431797299988002e+00 1.994206216758749983e+00 -1.186321657402203522e+00
2.854388716807714665e+00 2.175161304884290381e+00 -1.227615846809603672e+00
2.322575402445892223e+00 1.910856396895016296e+00 -1.310758082823562765e+00
2.346518170527256864e+00 1.891019442947314388e+00 -1.239578730024546660e+00
2.162567770613620155e+00 1.960313502838928024e+00 -1.260791690068246318e+00
2.631945957002884473e+00 2.161426534363285690e+00 -9.310794486903606337e-01
3.406062345180619566e+00 2.231652609841413337e+00 -5.692635687238033482e-01
2.540078370120607776e+00 2.052318476984052342e+00 -9.296017968978134149e-01
2.551154917336857064e+00 2.009165167517323880e+00 -1.108660595936168836e+00
2.477363432183495195e+00 2.089564179845003533e+00 -1.008976791202484957e+00
2.408605971100458376e+00 1.934231454414275797e+00 -1.351470716583694553e+00
2.627492837339807874e+00 2.018387672958575685e+00 -1.194279849431556073e+00
2.404989750206567578e+00 1.977228760855591627e+00 -9.414348670941575792e-01
2.585757251321099570e+00 1.995095188554381060e+00 -1.183204286189759147e+00
2.960688234619324177e+00 2.211823280156882010e+00 -1.178178602005087505e+00
3.608575047252138290e+00 2.428934660508600629e+00 -8.272976217912401120e-01
2.442175137669778895e+00 1.949532053235735196e+00 -1.071406612094952582e+00
2.384060267785423459e+00 1.876440727136631903e+00 -1.015879168079544037e+00
2.567270429504028062e+00 2.112260676914534230e+00 -1.193960093282876889e+00
2.369201473111123946e+00 1.879692437713118114e+00 -1.298678219670517997e+00
2.136880735833330380e+00 1.907565149177567587e+00 -9.959105169313606787e-01
2.179869880403778382e+00 1.965911801643361434e+00 -1.111384332092860916e+00
2.929247906715826577e+00 2.071869954788548185e+00 -7.573086924919416596e-01
2.384994201126649838e+00 1.946348223166149749e+00 -1.140520275639580916e+00
2.341046699346598370e+00 2.097125483001034407e+00 -8.701968289191894801e-01
